Filing Name,Filing Date,Court District,Exchange,Ticker,Sector,Industry,MarketCap,sharesOutstanding,bookValue,fiftyTwoWeekLow,fiftyTwoWeekHigh,averageDailyVolume3Month,fiftyDayAverage,twoHundredDayAverage,Open,Close,High,Low,Volume
Mindray Medical International Limited,7/21/11,S.D. New York,New York SE,MR, Scientific & Technical Instr., Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lockheed Martin Corporation,7/20/11,S.D. New York,New York SE,LMT, Aerospace & Defense, Capital Goods,101868000000.0,284000000.0,-2.405,363.0,264.04,1345277.0,342.60413,319.20544,nan,nan,nan,nan,nan
News Corporation,7/19/11,S.D. New York,NASDAQ,NWS, Printing & Publishing, Services,9708450816.0,199630000.0,18.637,17.7,12.5,573911.0,16.925,15.267971,nan,nan,nan,nan,nan
Satcon Technology Corporation,7/19/11,D. Massachusetts,NASDAQ,SATC, Semiconductors, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Magnum D'Or Resources, Inc.",7/18/11,S.D. Florida,Pink Sheets,MDOR, Fabricated Plastic & Rubber, Basic Materials,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Progress Energy, Inc.",7/18/11,E.D. North Carolina,New York SE,PGN, Electric Utilities, Utilities,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
China Medicine Corporation,7/15/11,C.D. California,Pink Sheets,CHME, Biotechnology & Drugs, Healthcare,2332400.0,23800000.0,1.966,0.2062,0.0,2419.0,0.09463722,0.06772528,nan,nan,nan,nan,nan
"Jiangbo Pharmaceuticals, Inc.",7/15/11,S.D. Florida,NASDAQ,JGBO, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"NESS TECHNOLOGIES, INC.",7/7/11,D. New Jersey,NASDAQ,NSTC, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Avon Products, Inc.",7/6/11,S.D. New York,New York SE,AVP, Personal & Household Products, Consumer Non-Cyclical,1223194496.0,439998016.0,-1.6469999999999998,4.89,1.85,3760430.0,2.3658824000000003,2.3189855,nan,nan,nan,nan,nan
"BioMimetic THERAPEUTICS, INC.",7/6/11,M.D. Tennessee,NASDAQ,BMTI, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"A-Power Energy Generation Systems, Ltd.",7/5/11,C.D. California,NASDAQ,APWR, Construction Services, Capital Goods,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Duncan Energy Partners L.P.,7/5/11,S.D. Texas,New York SE,DEP, Natural Gas Utilities, Utilities,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Smith Micro Software Inc.,6/29/11,C.D. California,NASDAQ,SMSI, Software & Programming, Technology,31710480.0,14284000.0,0.319,3.41,0.8,91161.0,2.4826472,1.8955072,nan,nan,nan,nan,nan
"California Pizza Kitchen, Inc.",6/24/11,C.D. California,NASDAQ,CPKI, Restaurants, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"YUHE INTERNATIONAL, INC.",6/24/11,C.D. California,NASDAQ,YUII, Food Processing, Consumer Non-Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
China Fire & Security Group,6/22/11,S.D. Florida,NASDAQ,CFSG, Scientific & Technical Instr., Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Carlyle Capital Corp.,6/21/11,D. District Columbia,Euronext,CARYF, Misc. Financial Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Deutsche Bank AG,6/21/11,S.D. New York,New York SE,DB, Investment Services, Financial,34291218432.0,2066200064.0,41.995,20.71,15.06,4436150.0,17.667942,17.563913,nan,nan,nan,nan,nan
"Apple REIT Ten, Inc.",6/17/11,E.D. New York,Privately Traded,Privately Traded, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Green Bankshares, Inc.",6/16/11,E.D. Tennessee,NASDAQ,GRNB, Regional Banks, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Lawson Software, Inc.",6/7/11,D. Minnesota,NASDAQ,LWSN, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Yahoo! Inc.,6/6/11,N.D. California,NASDAQ,YHOO, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Computer Sciences Corporation,6/3/11,E.D. Virginia,New York SE,CSC, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
The Timberland Company,6/3/11,D. New Hampshire,New York SE,TBL, Footwear, Consumer Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Orthovita, Inc.",6/1/11,E.D. Pennsylvania,NASDAQ,VITA, Medical Equipment & Supplies, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Wonder Auto Technology, Inc.",5/31/11,S.D. New York,NASDAQ,WATG, Auto & Truck Manufacturers, Consumer Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Boutique Hotel Development Company, LLC dba Hilton Promenade at Branson Landing",5/26/11,W.D. Missouri,Privately Traded,Privately Traded, Hotels & Motels, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Research In Motion Limited,5/26/11,S.D. New York,NASDAQ,RIMM, Communications Equipment, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Yongye International, Inc.",5/26/11,S.D. New York,NASDAQ,YONG, Chemical Manufacturing, Basic Materials,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMS Industries Inc.,5/25/11,N.D. Illinois,New York SE,WMS, Casinos & Gaming, Services,1488119424.0,56261600.0,5.537000000000001,28.15,17.9,274267.0,24.819118,22.009420000000002,nan,nan,nan,nan,nan
Logitech International SA,5/23/11,N.D. California,NASDAQ,LOGI, Computer Peripherals, Technology,6667028480.0,164360992.0,6.1339999999999995,43.54,28.47,483790.0,39.100590000000004,36.205723,nan,nan,nan,nan,nan
Longtop Financial Technologies Limited,5/23/11,S.D. New York,New York SE,LFT, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Oclaro, Inc.",5/19/11,N.D. California,NASDAQ,OCLR, Communications Equipment, Technology,1194502656.0,169432992.0,3.341,10.93,5.61,4882361.0,6.600294,7.518261,nan,nan,nan,nan,nan
National Title Company,5/16/11,C.D. California,Privately Traded,Privately Traded, Misc. Financial Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"GMX Resources, Inc.",5/12/11,W.D. Oklahoma,New York SE,GMXR, Oil & Gas Operations, Energy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Impac Mortgage Holdings, Inc.",5/10/11,C.D. California,American SE,IMH, Real Estate Operations, Services,187080832.0,20949700.0,14.773,17.4,7.84,35822.0,9.395453999999999,11.694526,nan,nan,nan,nan,nan
"Community Health Systems, Inc.",5/9/11,M.D. Tennessee,New York SE,CYH, Healthcare Facilities, Healthcare,649640640.0,112007000.0,10.837,10.51,3.85,3007729.0,5.362353,5.7142029999999995,nan,nan,nan,nan,nan
"Spectrum Control, Inc.",5/9/11,W.D. Pennsylvania,NASDAQ,SPEC, Electronic Instruments & Controls, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Fushi Copperweld, Inc.",5/6/11,M.D. Tennessee,NASDAQ,FSIN, Misc. Fabricated Products, Basic Materials,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Sino Clean Energy, Inc.",5/6/11,C.D. California,NASDAQ,SCEI, Chemical Manufacturing, Basic Materials,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Orchid Cellmark Inc.,5/2/11,D. New Jersey,NASDAQ,ORCH, Healthcare Facilities, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Deer Consumer Products, Inc.",4/29/11,C.D. California,NASDAQ,DEER, Appliance & Tool, Consumer Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Epicor Software Corporation,4/29/11,C.D. California,NASDAQ,EPIC, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Gulf Resources, Inc.",4/29/11,C.D. California,NASDAQ,GFRE, Chemical Manufacturing, Basic Materials,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HQ Sustainable Maritime Industries Inc.,4/28/11,W.D. Washington,American SE,HQS, Fish/Livestock, Consumer Non-Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Acxiom Corporation,4/26/11,E.D. Arkansas,NASDAQ,ACXM, Computer Services, Technology,2262518272.0,79192096.0,9.804,29.56,21.8,480308.0,27.56294,25.828115,nan,nan,nan,nan,nan
"SRA International, Inc.",4/25/11,E.D. Virginia,New York SE,SRX, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"ZST Digital Networks, Inc.",4/25/11,C.D. California,NASDAQ,ZSTN, Communications Equipment, Technology,75372.0,11595900.0,8.211,0.0548,0.0001,5274.0,0.016233332,0.019476041,nan,nan,nan,nan,nan
"Skypeople Fruit Juice, Inc.",4/20/11,S.D. New York,NASDAQ,SPU, Food Processing, Consumer Non-Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1st Centennial Bancorp,4/19/11,C.D. California,OTC-BB,FCEN, Money Center Banks, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Artificial Life, Inc.",4/15/11,C.D. California,OTC-BB,ALIFE, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Subaye, Inc.",4/15/11,S.D. New York,NASDAQ,SBAY, Printing & Publishing, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Universal Travel Group, Inc.",4/15/11,D. New Jersey,New York SE,UTA, Personal Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Puda Coal, Inc.",4/14/11,S.D. New York,NASDAQ,PUDA, Coal, Energy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Celera Corporation : Tender Offer by Quest Diagnostics Inc.,4/11/11,N.D. California,NASDAQ,CRA, Business Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
American Superconductor Corporation,4/6/11,D. Massachusetts,NASDAQ,AMSC, Electronic Instruments & Controls, Technology,105102736.0,20936800.0,2.739,7.75,2.89,272867.0,5.012941400000001,4.1351447,nan,nan,nan,nan,nan
"Office Depot, Inc.",4/6/11,S.D. Florida,New York SE,ODP, Retail (Specialty), Services,1594804608.0,516118016.0,3.9560000000000004,6.26,2.89,4295754.0,3.2897057999999997,3.669058,nan,nan,nan,nan,nan
"Advanced Battery Technologies, Inc.",4/1/11,S.D. New York,NASDAQ,ABAT, Appliance & Tool, Consumer Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"China Century Dragon Media., Inc.",4/1/11,C.D. California,New York SE,CDM, Advertising, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"China Electric Motor, Inc.",4/1/11,C.D. California,NASDAQ,CELM, Electronic Instruments & Controls, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"China Intelligent Lighting and Electronics, Inc.",4/1/11,C.D. California,Amex Emerging Co.,CIL, Electronic Instruments & Controls, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Cisco Systems, Inc.",3/31/11,N.D. California,NASDAQ,CSCO, Communications Equipment, Technology,211971000000.0,4817520128.0,10.677999999999999,45.13,30.36,26201853.0,41.41941,36.18884,nan,nan,nan,nan,nan
"Urban Outfitters, Inc.",3/31/11,E.D. Pennsylvania,NASDAQ,URBN, Retail (Apparel), Services,4010588416.0,108248000.0,11.869000000000002,37.09,16.19,2645887.0,34.299706,27.831521999999996,nan,nan,nan,nan,nan
"NIVS Intellimedia Technology Group, Inc.",3/29/11,S.D. New York,New York SE,NIV, Audio & Video Equipment, Consumer Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Wilshire Bancorp, Inc.",3/29/11,C.D. California,NASDAQ,WIBC, S&Ls/Savings Banks, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tollgrade Communications Inc.,3/28/11,W.D. Pennsylvania,NASDAQ,TLGD, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"China Integrated Energy, Inc.",3/25/11,C.D. California,NASDAQ,CBEH, Oil & Gas Operations, Energy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Rosetta Stone, Inc.",3/24/11,E.D. Virginia,New York SE,RST, Software & Programming, Technology,310183264.0,22299300.0,-0.063,13.98,7.52,126232.0,12.797353,11.125797,nan,nan,nan,nan,nan
Gerova Financial Group : Stillwater Funds,3/22/11,S.D. New York,New York SE,GFC, Insurance (Life), Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Kid Brands, Inc.",3/22/11,D. New Jersey,New York SE,KID, Recreational Products, Consumer Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"ShengdaTech, Inc.",3/18/11,S.D. New York,NASDAQ,SDTH, Chemical Manufacturing, Basic Materials,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Vestas Wind Systems A/S,3/18/11,D. Oregon,OTC-BB,VWSYF, Alternative Energy, Energy,14731451392.0,212604992.0,18.745,98.63,0.0,4356.0,70.193825,78.06964,nan,nan,nan,nan,nan
"Medifast, Inc.",3/17/11,D. Maryland,New York SE,MED, Biotechnology & Drugs, Healthcare,793345792.0,11933600.0,9.07,74.78,40.0,102543.0,69.47617,64.11377,nan,nan,nan,nan,nan
Finisar Corporation,3/15/11,N.D. California,NASDAQ,FNSR, Communications Equipment, Technology,2084358784.0,114024000.0,14.34,35.25,16.64,4431319.0,19.184117999999998,21.009783,nan,nan,nan,nan,nan
Radient Pharmaceuticals Corporation,3/11/11,C.D. California,American SE,RPC, Medical Equipment & Supplies, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"United Western Bancorp, Inc.",3/11/11,D. Colorado,NASDAQ,UWBK, Misc. Financial Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Pride International Inc.,3/8/11,S.D. Texas,New York SE,PDE, Oil Well Services & Equipment, Energy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Equinix, Inc.",3/4/11,N.D. California,NASDAQ,EQIX, Computer Services, Technology,30889791488.0,78233696.0,87.211,495.35,361.9,653143.0,431.1347,452.22644,nan,nan,nan,nan,nan
"Weatherford International, Ltd.",3/4/11,S.D. New York,New York SE,WFT, Oil Well Services & Equipment, Energy,2980848128.0,993616000.0,-0.63,7.09,2.62,24347848.0,3.5902941,3.7746377,nan,nan,nan,nan,nan
FXCM Incorporated,3/3/11,S.D. New York,New York SE,FXCM, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Beckman Coulter, Inc.",2/25/11,C.D. California,New York SE,BEC, Scientific & Technical Instr., Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Oilsands Quest Inc.,2/24/11,S.D. New York,American SE,BQI, Oil & Gas Operations, Energy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Elan Corporation, PLC",2/23/11,S.D. New York,New York SE,ELN, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Itron, Inc.",2/23/11,E.D. Washington,NASDAQ,ITRI, Electronic Instruments & Controls, Technology,2693337856.0,38725200.0,19.894000000000002,79.95,57.8,307050.0,70.81705500000001,71.766235,nan,nan,nan,nan,nan
"Best Buy Co., Inc.",2/18/11,D. Minnesota,New York SE,BBY, Retail (Technology), Services,21389494272.0,292326016.0,14.027000000000001,78.59,41.67,3487112.0,72.77618000000001,62.308406999999995,nan,nan,nan,nan,nan
Smurfit-Stone Container Corporation,2/17/11,N.D. Illinois,New York SE,SSCC, Containers & Packaging, Basic Materials,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Verizon Communications Inc. : Tender Offer with Terremark Worldwide, Inc.",2/17/11,S.D. Florida,NASDAQ,TMRK, Communications Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Broadwind Energy, Inc.",2/11/11,N.D. Illinois,NASDAQ,BWEN, Misc. Capital Goods, Capital Goods,34683652.0,15145700.0,4.803999999999999,9.8,2.2,76703.0,2.5320587000000003,2.8359419999999997,nan,nan,nan,nan,nan
"China Agritech, Inc.",2/11/11,C.D. California,NASDAQ,CAGC, Chemical Manufacturing, Basic Materials,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Atheros Communications, Inc.",2/10/11,N.D. California,NASDAQ,ATHR, Semiconductors, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Aegean Marine Petroleum Network Inc.,2/9/11,S.D. New York,New York SE,ANW, Oil & Gas Operations, Energy,101601000.0,40640400.0,14.74,13.0,2.4,409390.0,4.483823999999999,4.432971,nan,nan,nan,nan,nan
"All American Group, Inc.",2/9/11,N.D. Indiana,Pink Sheets,COHM.PK, Real Estate Operations, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Whitney Holding Corporation,2/7/11,E.D. Louisiana,NASDAQ,WTNY, Regional Banks, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
YRC Worldwide Inc.,2/7/11,D. Kansas,NASDAQ,YRCW, Trucking, Transportation,313662016.0,33510900.0,-10.8,17.61,7.36,782180.0,13.410882999999998,13.155435,nan,nan,nan,nan,nan
"China MediaExpress Holdings, Inc.",2/4/11,S.D. New York,NASDAQ,CCME, Advertising, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"China Valves Technology, Inc.",2/4/11,S.D. New York,NASDAQ,CVVT, Misc. Fabricated Products, Basic Materials,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Life Partners Holdings, Inc.",2/3/11,W.D. Texas,NASDAQ,LPHI, Insurance (Miscellaneous), Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"The Talbots, Inc.",2/3/11,D. Massachusetts,New York SE,TLB, Retail (Apparel), Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bank of America Corporation,2/2/11,S.D. New York,New York SE,BAC, Money Center Banks, Financial,329502000000.0,10287299584.0,23.799,32.67,22.07,77567191.0,31.422646999999998,27.637465000000002,nan,nan,nan,nan,nan
Mannkind Corporation,1/31/11,C.D. California,NASDAQ,MNKD, Biotechnology & Drugs, Healthcare,361367840.0,118871000.0,-2.397,6.96,0.67,4045038.0,2.7011764,2.767826,nan,nan,nan,nan,nan
"Coinstar, Inc.",1/24/11,W.D. Washington,NASDAQ,CSTR, Recreational Activities, Services,216815040.0,11582000.0,12.687000000000001,22.22,16.0,29362.0,19.585295000000002,19.539058999999998,nan,nan,nan,nan,nan
"Airtran Holdings, Inc.",1/18/11,D. Nevada,New York SE,AAI, Airline, Transportation,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lasercard Corporation,1/18/11,N.D. California,NASDAQ,LCRD, Computer Storage Devices, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tekelec,1/6/11,E.D. North Carolina,NASDAQ,TKLC, Communications Equipment, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
VCG Holding Corporation,1/6/11,D. Colorado,NASDAQ,VCGH, Restaurants, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Frontpoint Partners LLC,1/4/11,D. Connecticut,NASDAQ,HGSI, Misc. Financial Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Tongxin International, Ltd.",1/3/11,C.D. California,NASDAQ,TXIC, Auto & Truck Parts, Consumer Cyclical,869143.0,14509900.0,1.7309999999999999,0.09,0.0,5583.0,0.06323530000000001,0.04210145,nan,nan,nan,nan,nan
"Novell, Inc.",12/29/10,D. Massachusetts,NASDAQ,NOVL, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Geron Corporation,12/21/10,N.D. California,NASDAQ,GERN, Biotechnology & Drugs, Healthcare,355087360.0,159232000.0,0.68,3.15,1.74,2223735.0,2.187059,2.0853624,nan,nan,nan,nan,nan
"Alternate Energy Holdings, Inc.",12/20/10,D. Idaho,Pink Sheets,AEHI, Alternative Energy, Energy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Del Monte Foods Company,12/20/10,N.D. California,New York SE,DLM, Food Processing, Consumer Non-Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"J. Crew Group, Inc.",12/14/10,S.D. New York,New York SE,JCG, Retail (Apparel), Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Maxam Capital GP, LLC",12/10/10,S.D. New York,Privately Traded,Privately Traded, Other (Mutual Fund), Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mediacom Communications Corp.,12/10/10,S.D. New York,NASDAQ,MCCC, Broadcasting & Cable TV, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
World Wide Child Care Corporation,12/9/10,S.D. New York,Pink Sheets,WWCC, Schools, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Bucyrus International, Inc.",12/8/10,E.D. Wisconsin,NASDAQ,BUCY, Constr. & Agric. Machinery, Capital Goods,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
J.P. Morgan Chase & Co. : iShares Silver Trust and ETF Securities Ltd. Silver Trust,12/7/10,S.D. New York,ETF,SLV, Misc. Financial Services, Financial,5192249344.0,333049984.0,18.368,17.59,14.44,8793825.0,15.934412,15.973332999999998,nan,nan,nan,nan,nan
"Genoptix, Inc.",12/6/10,S.D. California,NASDAQ,GXDX, Healthcare Facilities, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mecox Lane Limited,12/3/10,S.D. New York,NASDAQ,MCOX, Retail (Catalog & Mail Order), Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"National Lampoon, Inc.",12/3/10,C.D. California,Pink Sheets,NLMP, Broadcasting & Cable TV, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"SMART Technologies, Inc.",12/3/10,S.D. New York,NASDAQ,SMT, Computer Peripherals, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"China Education Alliance, Inc.",12/2/10,C.D. California,New York SE,CEU, Schools, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Principal Financial Group : Principal Funds,12/1/10,D. Massachusetts,Privately Traded,Privately Traded, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Actividentity Corporation,11/23/10,N.D. California,NASDAQ,ACTI, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Lender Processing Services, Inc.",11/23/10,M.D. Florida,New York SE,LPS, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Capital Gold Corporation,11/22/10,S.D. New York,American SE,CGC, Gold & Silver, Basic Materials,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"MELA Sciences, Inc.",11/19/10,S.D. New York,NASDAQ,MELA, Medical Equipment & Supplies, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Green Bankshares, Inc.",11/18/10,E.D. Tennessee,NASDAQ,GRNB, Regional Banks, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Wilmington Trust Corporation,11/18/10,D. Delaware,New York SE,WL, Regional Banks, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RINO International Corporation,11/12/10,C.D. California,NASDAQ,RINO, Waste Management Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Alberto-Culver Company,11/8/10,N.D. Illinois,New York SE,ACV, Personal & Household Products, Consumer Non-Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Capella Education Company,11/4/10,D. Minnesota,NASDAQ,CPLA, Schools, Services,935715904.0,11623800.0,19.582,99.25,65.15,96117.0,79.88382,75.40275600000001,nan,nan,nan,nan,nan
