Filing Name,Filing Date,Court District,Exchange,Ticker,Sector,Industry,MarketCap,sharesOutstanding,bookValue,fiftyTwoWeekLow,fiftyTwoWeekHigh,averageDailyVolume3Month,fiftyDayAverage,twoHundredDayAverage,Open,Close,High,Low,Volume
JPMorgan Chase & Co.,5/14/12,S.D. New York,New York SE,JPM, Money Center Banks, Financial,401767000000.0,3424829952.0,67.047,117.45,81.64,15647464.0,113.200584,101.82833000000001,nan,nan,nan,nan,nan
MAKO Surgical Corporation,5/10/12,S.D. Florida,NASDAQ,MAKO, Medical Equipment & Supplies, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Green Mountain Coffee Roasters, Inc.",5/7/12,D. Vermont,NASDAQ,GMCR, Food Processing, Consumer Non-Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Wal-Mart Stores, Inc.",5/7/12,W.D. Arkansas,New York SE,WMT, Retail (Department & Discount), Services,275175000000.0,2962380032.0,25.655,109.98,69.33,10452070.0,101.93353,91.10638,nan,nan,nan,nan,nan
Magna International Inc.,5/4/12,S.D. New York,New York SE,MGA, Auto & Truck Parts, Consumer Cyclical,20054675456.0,363764000.0,31.224,59.99,39.5,1106687.0,56.67912,53.842827,nan,nan,nan,nan,nan
"AOL, Inc.",5/3/12,S.D. New York,New York SE,AOL, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Nokia Corporation,5/3/12,S.D. New York,New York SE,NOK, Communications Equipment, Technology,32882290688.0,5605709824.0,3.552,6.65,4.51,17009295.0,5.202647,5.433406,nan,nan,nan,nan,nan
"Allscripts Healthcare Solutions, Inc.",5/2/12,N.D. Illinois,NASDAQ,MDRX, Software & Programming, Technology,2502431744.0,180680992.0,6.202999999999999,16.13,11.25,2155024.0,14.757941,13.960145,nan,nan,nan,nan,nan
Houston American Energy Corp.,4/27/12,S.D. Texas,New York SE,HUSA, Oil & Gas Operations, Energy,15934836.0,57714000.0,0.115,1.05,0.2,499603.0,0.3085294,0.4034058,nan,nan,nan,nan,nan
"Qiao Xing Universal Resources, Inc.",4/27/12,D. Virgin Islands,NASDAQ,XING, Communications Equipment, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Accretive Health, Inc.",4/26/12,N.D. Illinois,New York SE,AH, Business Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Chesapeake Energy Corporation,4/26/12,W.D. Oklahoma,New York SE,CHK, Oil & Gas Operations, Energy,2864476928.0,895148992.0,-2.3890000000000002,6.59,2.53,33875250.0,3.5026472,3.8265216,nan,nan,nan,nan,nan
"NeurogesX, Inc.",4/23/12,N.D. California,NASDAQ,NGSX, Healthcare Facilities, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Frazer Frost, LLP (Frost, PLLC) : China Natural Gas' Financial Statements",4/20/12,S.D. New York,Pink Sheets,CHNG, Natural Gas Utilities, Utilities,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Delta Petroleum Corp.,4/18/12,D. Colorado,NASDAQ,DPTR, Oil & Gas Operations, Energy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Enterprise Financial Services Corp.,4/10/12,E.D. Missouri,NASDAQ,EFSC, Regional Banks, Financial,1104808576.0,23089000.0,23.759,49.68,36.65,124614.0,47.61853,43.445145000000004,nan,nan,nan,nan,nan
"Chelsea Therapeutics International, Ltd.",4/4/12,W.D. North Carolina,NASDAQ,CHTP, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Groupon, Inc.",4/3/12,N.D. Illinois,NASDAQ,GRPN, Retail (Catalog & Mail Order), Services,2481971712.0,561532032.0,0.335,5.99,2.9,9523425.0,5.092647,4.9545650000000006,nan,nan,nan,nan,nan
"A123 Systems, Inc.",4/2/12,D. Massachusetts,NASDAQ,AONE, Electronic Instruments & Controls, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hyperdynamics Corporation,4/2/12,S.D. Texas,New York SE,HDY, Oil & Gas Operations, Energy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Swisher Hygiene, Inc.",3/30/12,W.D. North Carolina,NASDAQ,SWSH, Furniture & Fixtures, Consumer Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Dynegy, Inc.",3/28/12,S.D. New York,New York SE,DYN, Electric Utilities, Utilities,1609392768.0,131379000.0,12.095,12.84,5.84,3929700.0,12.081764999999999,10.886884,nan,nan,nan,nan,nan
"Oppenheimer Global Resource Private Equity Fund I, L.P.",3/26/12,D. Massachusetts,Privately Traded,Privately Traded, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Weatherford International Ltd.,3/22/12,S.D. New York,New York SE,WFT, Oil Well Services & Equipment, Energy,2980848128.0,993616000.0,-0.63,7.09,2.62,24347848.0,3.5902941,3.7746377,nan,nan,nan,nan,nan
"First Solar, Inc.",3/15/12,D. Arizona,NASDAQ,FSLR, Semiconductors, Technology,6452915200.0,104433000.0,52.785,76.61,25.56,2210859.0,67.45058399999999,58.05348000000001,nan,nan,nan,nan,nan
Nevsun Resources Ltd.,3/13/12,S.D. New York,American SE,NSU, Gold & Silver, Basic Materials,664034304.0,302087008.0,2.9139999999999997,2.79,1.96,711706.0,2.2720587,2.270797,nan,nan,nan,nan,nan
"Medtronic, Inc.",3/12/12,D. Minnesota,New York SE,MDT, Medical Equipment & Supplies, Healthcare,108949000000.0,1355260032.0,37.066,89.72,76.52,5335040.0,83.88088,81.3808,nan,nan,nan,nan,nan
"ATS Corporation : Proposed Merger with Salient Federal Solutions, Inc.",3/6/12,E.D. Virginia,New York SE,ATSC, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CNOOC Limited,2/29/12,S.D. New York,New York SE,CEO, Oil & Gas Operations, Energy,65770819584.0,44647501824.0,135.9,166.23,108.05,127214.0,153.54176,135.73819,nan,nan,nan,nan,nan
"China Sky One Medical, Inc.",2/24/12,C.D. California,NASDAQ,CSKI, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"SAIC, Inc.",2/22/12,S.D. New York,NASDAQ,SAI, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Metabolix, Inc.",2/17/12,D. Massachusetts,NASDAQ,MBLX, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Kinross Gold Corporation,2/16/12,S.D. New York,New York SE,KGC, Gold & Silver, Basic Materials,4462333952.0,1246989952.0,3.676,4.91,3.15,10199854.0,4.1567644999999995,4.2371739999999996,nan,nan,nan,nan,nan
Eastman Kodak Company,2/10/12,S.D. New York,OTC-BB,EK, Photography, Consumer Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
New Energy Systems Group,2/10/12,S.D. New York,American SE,NEWN, Electronic Instruments & Controls, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Carbo Ceramics, Inc.",2/9/12,S.D. New York,New York SE,CRR, Oil Well Services & Equipment, Energy,207056832.0,27137200.0,15.202,13.94,5.83,805158.0,9.209706,8.522319,nan,nan,nan,nan,nan
"OPTi, Inc.",2/9/12,N.D. California,OTC-BB,OPTI, Semiconductors, Technology,108807512.0,23244500.0,0.001,31.5646,0.0,117.0,4.619958400000001,7.2685494,nan,nan,nan,nan,nan
"Powerwave Technologies, Inc.",2/9/12,C.D. California,NASDAQ,PWAV, Communications Equipment, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Micromet, Inc.",2/8/12,D. Maryland,NASDAQ,MITI, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Kosmos Energy Ltd.,2/6/12,N.D. Texas,New York SE,KOS, Oil & Gas Operations, Energy,2225863424.0,389136992.0,2.594,8.62,5.15,2806617.0,6.424706,7.201377000000001,nan,nan,nan,nan,nan
Xcelera Inc.,2/6/12,D. Connecticut,Privately Traded,Privately Traded, Hotels & Motels, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"BioSante Pharmaceuticals, Inc.",2/3/12,N.D. Illinois,NASDAQ,BPAX, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"GenVec, Inc.",2/3/12,D. Maryland,NASDAQ,GNVC, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Molycorp, Inc.",2/3/12,D. Colorado,New York SE,MCP, Metal Mining, Basic Materials,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
The Student Loan Corporation,2/3/12,S.D. New York,New York SE,STU, Consumer Financial Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Columbia Laboratories, Inc.",2/1/12,D. New Jersey,NASDAQ,CBRX, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hecla Mining Company,2/1/12,D. Idaho,New York SE,HL, Gold & Silver, Basic Materials,1513714560.0,399396992.0,3.717,6.17,3.38,4705948.0,3.9652941,4.452826,nan,nan,nan,nan,nan
"K12, Inc.",1/30/12,E.D. Virginia,New York SE,LRN, Schools, Services,641102656.0,41414900.0,14.948,21.18,14.91,201311.0,16.269117,16.783839999999998,nan,nan,nan,nan,nan
Walter Energy Inc.,1/27/12,N.D. Alabama,NASDAQ,WLT, Coal, Energy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cablevision Systems Corporation,1/26/12,E.D. New York,New York SE,CVC, Broadcasting & Cable TV, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Health Management Associates, Inc.",1/26/12,M.D. Florida,New York SE,HMA, Healthcare Facilities, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
K-Sea Transportation Partners L.P.,1/26/12,D. New Jersey,New York SE,KSP, Water Transportation, Transportation,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Collective Brands, Inc.",1/25/12,D. Kansas,New York SE,PSS, Retail (Apparel), Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Trans1, Inc.",1/24/12,E.D. North Carolina,NASDAQ,TSON, Medical Equipment & Supplies, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Siemens Hearing Instruments, Inc : Acquisition of HearUSA, Inc.",1/18/12,D. New Jersey,NASDAQ,HEARQ, Medical Equipment & Supplies, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Career Education Corporation,1/13/12,N.D. Illinois,NASDAQ,CECO, Schools, Services,917563008.0,69093600.0,4.2860000000000005,13.92,7.76,245903.0,12.27647,11.320362,nan,nan,nan,nan,nan
CPI Corp.,1/13/12,E.D. Missouri,New York SE,CPY, Photography, Consumer Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Netflix Inc.,1/13/12,N.D. California,NASDAQ,NFLX, Broadcasting & Cable TV, Services,124079000000.0,433948000.0,8.265,286.81,138.26,8771995.0,251.78235,202.88353999999998,nan,nan,nan,nan,nan
Chemed Corp.,1/12/12,S.D. Ohio,New York SE,CHE, Healthcare Facilities, Healthcare,4170638592.0,15966000.0,29.92,275.83,177.62,98303.0,260.01498,226.35884,nan,nan,nan,nan,nan
"Metlife, Inc.",1/12/12,S.D. New York,New York SE,MET, Insurance (Life), Financial,49511211008.0,1043000000.0,55.54600000000001,55.91,43.38,6718327.0,49.715588000000004,50.719204,nan,nan,nan,nan,nan
Camelot Information Systems Inc.,1/5/12,S.D. New York,New York SE,CIS, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"SuccessFactors, Inc.",1/5/12,N.D. California,New York SE,SFSF, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Veolia Environnement S.A.,12/27/11,S.D. New York,New York SE,VE, Waste Management Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"China Medical Technologies, Inc.",12/19/11,S.D. New York,NASDAQ,CMED, Medical Equipment & Supplies, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GLG Life Tech Corporation,12/14/11,S.D. New York,NASDAQ,GLGL, Chemical Manufacturing, Basic Materials,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
The Bank of New York Mellon Corporation,12/14/11,S.D. New York,New York SE,BK, Regional Banks, Financial,57664737280.0,1013440000.0,37.209,58.99,45.12,4561272.0,56.324707,53.751740000000005,nan,nan,nan,nan,nan
Pelican Eyes Holding Company LLC,12/13/11,C.D. California,Privately Traded,Privately Traded, Real Estate Operations, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Focus Media Holding Limited,12/12/11,S.D. New York,NASDAQ,FMCN, Advertising, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Petroleum Development Corporation,12/7/11,C.D. California,NASDAQ,PETD, Oil & Gas Operations, Energy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Intralinks Holdings, Inc.",12/5/11,S.D. New York,New York SE,IL, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Pain Therapeutics, Inc.",12/2/11,W.D. Texas,NASDAQ,PTIE, Biotechnology & Drugs, Healthcare,40628340.0,6595510.0,1.4709999999999999,12.8,3.1,667419.0,6.8432355,4.5890580000000005,nan,nan,nan,nan,nan
Primo Water Corporation,12/2/11,M.D. North Carolina,NASDAQ,PRMW, Misc. Capital Goods, Capital Goods,370980448.0,30014600.0,2.267,15.29,10.47,191809.0,12.739118,12.128406,nan,nan,nan,nan,nan
Tekelec,12/2/11,S.D. California,NASDAQ,TKLC2, Communications Equipment, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"China Organic Agriculture, Inc.",11/29/11,S.D. New York,OTC-BB,CNOA, Misc. Capital Goods, Capital Goods,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Raser Technologies, Inc.",11/29/11,D. Delaware,NASDAQ,RZTIQ, Electronic Instruments & Controls, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Apple REIT Nine, Inc.",11/28/11,S.D. New York,Privately Traded,Privately Traded, Real Estate Operations, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Cooper Companies, Inc.",11/28/11,N.D. California,New York SE,COO, Medical Equipment & Supplies, Healthcare,11301393408.0,49021400.0,65.07600000000001,256.39,191.64,475054.0,234.11824,236.3005,nan,nan,nan,nan,nan
DryShips Inc.,11/25/11,E.D. Missouri,NASDAQ,DRYS, Water Transportation, Transportation,355577760.0,104275000.0,8.945,2361.7957,0.98,1840104.0,3.5485294,3.431087,nan,nan,nan,nan,nan
99 Cents Only Stores,11/23/11,C.D. California,New York SE,NDN, Retail (Specialty), Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Lloyds Banking Group, PLC",11/23/11,S.D. New York,New York SE,LYG, Money Center Banks, Financial,63331954688.0,68840300544.0,4.02,4.21,3.15,4867459.0,3.9355884,3.64471,nan,nan,nan,nan,nan
"Pacific Biosciences of California, Inc.",11/23/11,N.D. California,NASDAQ,PACB, Medical Equipment & Supplies, Healthcare,321310432.0,130614000.0,0.74,5.7,2.21,1108785.0,2.6694117000000004,3.6516665999999995,nan,nan,nan,nan,nan
"Hospira, Inc.",11/21/11,N.D. Illinois,New York SE,HSP, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Keyuan Petrochemicals Inc,11/15/11,S.D. New York,NASDAQ,KEYP, Chemical Manufacturing, Basic Materials,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mantria Corporation,11/15/11,D. Colorado,Privately Traded,Privately Traded, Real Estate Operations, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"FriendFinder Networks, Inc..",11/14/11,S.D. Florida,New York SE,FFN, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Olympus Corporation,11/14/11,E.D. Pennsylvania,Pink Sheets,OCPN, Audio & Video Equipment, Consumer Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Anadys Pharmaceuticals, Inc.",11/11/11,S.D. California,NASDAQ,ANDS, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Temple-Inland Inc.,11/11/11,N.D. Texas,NASDAQ,TIN, Paper & Paper Products, Basic Materials,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Adolor Corporation,11/10/11,E.D. Pennsylvania,NASDAQ,ADLR, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Human Genome Sciences, Inc.",11/10/11,D. Maryland,NASDAQ,HGSI, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Brigham Exploration Company,11/9/11,W.D. Texas,W.D. Texas,BEXP, Oil & Gas - Integrated, Energy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Agnico-Eagle Mines Ltd.,11/7/11,S.D. New York,New York SE,AEM, Gold & Silver, Basic Materials,9342792704.0,230344992.0,21.3,51.86,39.3,1412706.0,45.515,45.761086,nan,nan,nan,nan,nan
"Diamond Foods, Inc.",11/7/11,N.D. California,NASDAQ,DMND, Food Processing, Consumer Non-Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MF Global Holdings Ltd.,11/3/11,S.D. New York,NASDAQ,MFGLQ, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Ciber, Inc.",10/28/11,D. Colorado,New York SE,CBR, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"HCA Holdings, Inc.",10/28/11,M.D. Tennessee,New York SE,HCA, Healthcare Facilities, Healthcare,35303276544.0,350092000.0,-19.441,106.84,71.18,2388085.0,95.248825,83.60275,nan,nan,nan,nan,nan
"Omnivision Technologies, Inc.",10/26/11,N.D. California,NASDAQ,OVTI, Semiconductors, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"China Automotive Systems, Inc.",10/25/11,S.D. New York,NASDAQ,CAAS, Auto & Truck Parts, Consumer Cyclical,141448672.0,31644000.0,10.537,5.9,4.3,36919.0,4.6582355,5.019565,nan,nan,nan,nan,nan
"Imperial Holdings, Inc",10/25/11,S.D. Florida,New York SE,IFT, Insurance (Miscellaneous), Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Central European Distribution Corporation,10/24/11,D. New Jersey,NASDAQ,CEDC, Beverages (Alcoholic), Consumer Non-Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Telefonos de Mexico, S.A.B. de C.V.",10/21/11,S.D. New York,New York SE,TMX, Communications Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Suffolk Bancorp,10/20/11,E.D. New York,New York SE,SUBK, Regional Banks, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
K-V Pharmaceutical Company,10/19/11,E.D. Missouri,New York SE,KV, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"AgFeed Industries, Inc.",10/18/11,M.D. Tennessee,NASDAQ,FEED, Food Processing, Consumer Non-Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CNinsure Inc.,10/17/11,S.D. New York,NASDAQ,CISG, Insurance (Miscellaneous), Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"OceanFreight, Inc.",10/13/11,S.D. New York,NASDAQ,OCNF, Business Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Aeropostale, Inc",10/11/11,S.D. New York,New York SE,ARO, Retail (Apparel), Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Global Industries, Ltd.",10/11/11,S.D. Texas,NASDAQ,GLBL, Oil Well Services & Equipment, Energy,880228288.0,112101000.0,5.957999999999999,5.1,4.225,1341526.0,5.075,4.9204764,nan,nan,nan,nan,nan
"JinkoSolar Holding Co., Ltd.",10/11/11,S.D. New York,NASDAQ,JKS, Semiconductors, Technology,697240384.0,39104900.0,32.098,30.5,14.95,628746.0,21.271765,24.629204,nan,nan,nan,nan,nan
Renaissance Learning Inc.,10/7/11,W.D. Wisconsin,NASDAQ,RLRN, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Stereotaxis, Inc.",10/7/11,E.D. Missouri,NASDAQ,STXS, Medical Equipment & Supplies, Healthcare,17714312.0,23005600.0,-1.061,1.1,0.48,39987.0,0.7729411999999999,0.7705072,nan,nan,nan,nan,nan
Bank of America Corporation,9/23/11,S.D. New York,New York SE,BAC2, Money Center Banks, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Central Vermont Public Service Corp.,9/15/11,D. Vermont,New York SE,CV, Electric Utilities, Utilities,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hewlett-Packard Company,9/13/11,C.D. California,New York SE,HPQ, Computer Hardware, Technology,36408938496.0,1645229952.0,-2.066,24.1,17.03,9826140.0,22.240586999999998,20.971811,nan,nan,nan,nan,nan
Sequans Communications S.A.,9/9/11,S.D. New York,NASDAQ,SQNS, Semiconductors, Technology,155135072.0,92342304.0,0.052000000000000005,4.75,1.44,392761.0,1.7982353,2.2155797,nan,nan,nan,nan,nan
"The Great Atlantic & Pacific Tea Company, Inc.",9/9/11,D. New Jersey,NASDAQ,GAPTQ, Beverages (Non-Alcoholic), Consumer Non-Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Emdeon Inc.,9/6/11,M.D. Tennessee,NASDAQ,EM, Business Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Imperial Sugar Company,9/1/11,S.D. Texas,NASDAQ,IPSU, Food Processing, Consumer Non-Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Blue Coat Systems, Inc.",8/30/11,N.D. California,NASDAQ,BCSI, Computer Networks, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Encore Energy Partners LP,8/29/11,S.D. Texas,NASDAQ,ENP, Oil & Gas Operations, Energy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Omnicare, Inc.",8/24/11,E.D. Kentucky,NASDAQ,OCR, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Penson Worldwide, Inc.",8/23/11,N.D. Texas,NASDAQ,PNSN, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SinoTech Energy Limited,8/19/11,S.D. New York,NASDAQ,CTE, Oil Well Services & Equipment, Energy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Ener1, Inc.",8/18/11,S.D. New York,NASDAQ,HEV, Electronic Instruments & Controls, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Juniper Networks, Inc.",8/15/11,N.D. California,NASDAQ,JNPR, Communications Equipment, Technology,9793119232.0,374928000.0,12.6,30.96,23.87,5438096.0,27.14,27.237028000000002,nan,nan,nan,nan,nan
"Miller Energy Resources, Inc",8/12/11,E.D. Tennessee,New York SE,MILL, Oil & Gas Operations, Energy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Motricity Inc.,8/12/11,W.D. Washington,NASDAQ,MOTR, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Travelzoo Inc.,8/9/11,S.D. New York,NASDAQ,TZOO, Personal Services, Services,89723520.0,12461600.0,1.0490000000000002,11.25,5.75,24537.0,6.6961765,7.2476087,nan,nan,nan,nan,nan
"Constellation Energy Group, Incorporated",8/4/11,D. Maryland,NASDAQ,CEG, Electric Utilities, Utilities,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dendreon Corporation,8/4/11,W.D. Washington,NASDAQ,DNDN, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Petrohawk Energy Corporation,8/2/11,S.D. Texas,NASDAQ,HK, Oil & Gas Operations, Energy,1099345280.0,157274000.0,7.9079999999999995,9.07,3.69,2869977.0,7.636176600000001,6.9247103,nan,nan,nan,nan,nan
Royal Caribbean Cruises Ltd.,8/2/11,S.D. Florida,New York SE,RCL, Hotels & Motels, Services,27830118400.0,213748992.0,50.166000000000004,135.65,93.4,1458791.0,129.0303,123.8111,nan,nan,nan,nan,nan
WebMD Health Corp.,8/2/11,S.D. New York,NASDAQ,WBMD, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"The Princeton Review, Inc.",7/29/11,D. Massachusetts,NASDAQ,REVU, Schools, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"JBI, Inc.",7/28/11,D. Nevada,Pink Sheets,JBII, Appliance & Tool, Consumer Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"BJ's Wholesale Club, Inc.",7/27/11,D. Massachusetts,New York SE,BJ, Retail (Specialty), Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Fairfax Financial Holdings Limited,7/25/11,S.D. New York,New York SE,FFH, Insurance (Prop. & Casualty), Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Zoo Entertainment, Inc.",7/22/11,S.D. Ohio,NASDAQ,ZOOG, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Allos Therapeutics, Inc.",7/21/11,D. Colorado,NASDAQ,ALTH, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
China Security & Surveillance Technology Inc.,7/21/11,D. Delaware,NASDAQ,CSR, Security Systems & Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"EBIX, Inc.",7/21/11,N.D. Georgia,NASDAQ,EBIX, Software & Programming, Technology,2733491712.0,31455600.0,14.645999999999999,87.5,52.4,152874.0,82.44265,71.36993000000001,nan,nan,nan,nan,nan
